Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
One Day We'll Talk About Today,7.4,,"['Drama', 'Family']",2020,[],Indonesia,Netflix,All (G),PT2H0M,"Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.One Day We'll Talk About Today featuring Rachel Amanda and Alleyra Fakhira Kurniawan is streaming with subscription on Netflix. It's a drama and family movie with a better than average IMDb audience rating of 7.4 (1,128 votes).",Angga Dwimas Sasongko,"['Rachel Amanda', 'Alleyra Fakhira Kurniawan', 'Gween Natusha Ellvania', 'Rio Dewanto', 'Sinyo Riza', 'M. Adhiyat', 'Sheila Dara Aisha', 'Nayla D Purnama', 'Syaqilla Afiffah Putri', 'Donny Damara', 'Oka Antara', 'Susan Bachtiar', 'Niken Anjani', 'Ardhito Pramono', 'Agla Artalidia', 'Umay Shahab', 'Sivia Azizah', 'Isyana Sarasvati', 'Chicco Jerikho', 'Joe P Project', 'Arswendi Nasution', 'Anggia Kharisma', 'Ajeng Parameswari', 'Angga Dwimas Sasongko', 'Anggia Kharisma', 'Kusumo Martanto', 'Michael Y. Chow', 'William Utomo', 'Winston Utomo', 'Angga Dwimas Sasongko', 'Jenny Jusuf']"
Kambili: The Whole 30 Yards,6.6,,"['Romance', 'Comedy']",2021,[],,Netflix,,PT2H20M,"Kambili Maduka, is an irresponsible, spoiled, spendthrift 28-year-old woman who is turning 29 in a few days. The only thing on her mind is to get married before she turns 30. However, after getting suspended from work due to her incessant lateness, she goes on a date with her boyfriend and he breaks up with her, dashing her hopes of getting married before 30. She decides that what she needs to do is prove to her boyfriend that she can be everything he wants her to be which is; responsible, driven, focused, and wife material.Kambili: The Whole 30 Yards featuring Nancy Isime and Mawuli Gavor is streaming with subscription on Netflix. It's a comedy and romance movie with an average IMDb audience rating of 6.6 (37 votes).",Kayode Kasum,"['Nancy Isime', 'Mawuli Gavor', 'Jide Kene Achufusi']"
Bert Kreischer: Hey Big Boy,7,,"['Stand-up & Talk', 'Comedy']",2020,['Science'],America,Netflix,,PT1H2M,"Still the ultimate comedy party animal, Bert Kreischer tells more stories about parenthood and family life in a stand-up special from Cleveland.Bert Kreischer: Hey Big Boy featuring Bert Kreischer is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with a better than average IMDb audience rating of 7.0 (1,935 votes).",Jeff Tomsic,"['Bert Kreischer', 'Bert Kreischer']"
Leyla Everlasting,3.7,,['Comedy'],2020,[],Turkey,Netflix,18+ (R),PT1H52M,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.Leyla Everlasting featuring Demet Akbağ and Haluk Bilginer is streaming with subscription on Netflix. It's a comedy movie with a low IMDb audience rating of 3.7 (7,474 votes).",Ezel Akay,"['Demet Akbağ', 'Haluk Bilginer', 'Elçin Sangu', 'Alican Yücesoy', 'Hakan Eke', 'Emre Kıvılcım', 'İhsan Ceylan', 'Fırat Tanış', 'Figen Ermek Özçorlu', 'Umut Özçorlu', 'Adnan Yildirim', 'Ozlem Lale', 'Ugur Saatci', 'Ender Akay']"
Ala Vaikunthapurramuloo,7.3,,"['Action & Adventure', 'Drama']",2020,['Doctor'],India,Netflix,13+ (PG-13),PT2H45M,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.Ala Vaikunthapurramuloo featuring Allu Arjun and Pooja Hegde is streaming with subscription on Netflix. It's an action & adventure and drama movie with a better than average IMDb audience rating of 7.3 (16,310 votes).",Trivikram Srinivas,"['Allu Arjun', 'Pooja Hegde', 'Murli Sharma', 'Jayaram', 'Sushanth', 'Nivetha Pethuraj', 'Samuthirakani', 'Tabu', 'Navdeep', 'Sunil Varma', 'Rajendra Prasad', 'Rahul Ramakrishna', 'Brahmaji', 'Harshavardhan', 'Sachin Khedekar', 'Vennela Kishore', 'Brahmanandam', 'Ajay', 'Tanikella Bharani', 'Rohini', 'Govind Padmasoorya', 'Allu Aravind', 'S. Radha Krishna', 'PDV Prasad', 'Trivikram Srinivas', 'S. Thaman']"
London Hughes: To Catch A D*ck,4.7,,['Comedy'],2020,[],America,Netflix,,PT1H0M,"London Hughes, the sauciest comedian to come out of the UK, takes us on a brilliant and bold tour of her d*ck catching history.London Hughes: To Catch A D*ck featuring London Hughes is streaming with subscription on Netflix. It's a comedy movie with a less than average IMDb audience rating of 4.7 (322 votes).",Kristian Mercado Figueroa,"['London Hughes', 'Kevin Hart', 'London Hughes']"
Maz Jobrani: Immigrant,6.7,,"['Documentary', 'Comedy']",2017,[],America,Netflix,,PT1H7M,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.Maz Jobrani: Immigrant featuring Maz Jobrani is streaming with subscription on Netflix. It's a comedy and documentary movie with a better than average IMDb audience rating of 6.7 (845 votes).",Maz Jobrani,['Maz Jobrani']
Choked: Paisa Bolta Hai,5.7,,"['Drama', 'Crime']",2020,[],India,Netflix,16+,PT1H54M,"A bank employee weighed down by her jobless husband's debts - and her own broken dreams - finds a secret source of seemingly unlimited cash in her home.Choked: Paisa Bolta Hai featuring Saiyami Kher and Rajshri Deshpande is streaming with subscription on Netflix. It's a crime and drama movie with an average IMDb audience rating of 5.7 (5,355 votes) and was met with mixed reviews by critics.",Anurag Kashyap,"['Saiyami Kher', 'Rajshri Deshpande', 'Amruta Subhash', 'Roshan Mathew', 'Uday Nene', 'Upendra Limaye', 'Nihit Bhave', 'Rachita Arora']"
The Patriot,7.2,,"['Action & Adventure', 'Drama']",2000,"['Doctor', 'Based On True Story', 'War']",Germany,AMC,18+ (R),PT2H45M,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.The Patriot featuring Mel Gibson and Heath Ledger is streaming with subscription on Netflix, streaming with subscription on AMC Premiere, streaming via tv everywhere with AMC, and 6 others. It's an action & adventure and drama movie with a better than average IMDb audience rating of 7.2 (270,783 votes).",Roland Emmerich,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Chris Cooper', 'Tchéky Karyo', 'René Auberjonois', 'Lisa Brenner', 'Tom Wilkinson', 'Donal Logue', 'Leon Rippy', 'Adam Baldwin', 'Jay Arlen Jones', 'Joey D. Vieira', 'Gregory Smith', 'Mika Boorem', 'Skye McCole Bartusiak', 'Trevor Morgan', 'Bryan Chafin', 'Logan Lerman', 'Mary Jo Deschanel', 'Dean Devlin', 'Gary Levinsohn', 'Mark Gordon', 'Roland Emmerich', 'Ute Emmerich', 'William Fay', 'Robert Rodat', 'John Williams']"
The Willoughbys,6.3,,"['Action & Adventure', 'Animation']",2020,[],Canada,Netflix,7+ (PG),PT1H32M,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.The Willoughbys featuring Will Forte and Maya Rudolph is streaming with subscription on Netflix. It's an action & adventure and animation movie with an average IMDb audience rating of 6.3 (18,360 votes) and was very well received by critics.",Kris Pearn,"['Will Forte', 'Maya Rudolph', 'Alessia Cara', 'Terry Crews', 'Martin Short', 'Jane Krakowski', 'Seán Cullen', 'Ricky Gervais', 'Fiona Toth', 'Islie Hirvonen', 'Colleen Wheeler', 'Bonnie Riley', 'Robyn Ross', 'Shannon Chan-Kent', 'Rebecca Husain', 'Cristina Rosato', 'Aaron L. Gilbert', 'Brenda Gilbert', 'Luke Carroll', 'Andrew Pollack', 'Chris Conover', 'Dale Wells', 'Jason Cloth', 'Ricky Gervais', 'Kris Pearn', 'Mark Stanleigh']"
Shine Your Eyes,6.5,,"['Mystery', 'Thriller']",2020,[],Brazil,Netflix,18+ (R),PT1H42M,"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.Shine Your Eyes featuring O.C. Ukeje and Chukwudi Iwuji is streaming with subscription on Netflix. It's a mystery and thriller movie with an average IMDb audience rating of 6.5 (318 votes).",Matias Mariani,"['O.C. Ukeje', 'Chukwudi Iwuji', 'Indira Nascimento', 'Paulo André', 'Ike Barry', 'Yasmin Thin Qi', 'Thaís Cabral', 'Claire Gadéa', 'Íssis Valenzuela', 'Juliana Funaro', 'Junyoung Jang', 'Marie-Pierre Macia', 'Matias Mariani', 'Renata Wolter', 'Eduardo Nasser', 'Íssis Valenzuela', 'Chika Anadu', 'Chioma Thompson', 'Francine Barbosa', 'Julia Murat', 'Maíra Bühler', 'Matias Mariani', 'Roberto Winter', 'Flemming Nordkrog']"
A Fall from Grace,5.8,,"['Drama', 'Thriller']",2020,[],America,Netflix,18+ (R),PT2H0M,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.A Fall from Grace featuring Crystal R. Fox and Phylicia Rashād is streaming with subscription on Netflix. It's a drama and thriller movie with an average IMDb audience rating of 5.8 (15,169 votes).",Tyler Perry,"['Crystal R. Fox', 'Phylicia Rashād', 'Bresha Webb', 'Mehcad Brooks', 'Cicely Tyson', 'Tyler Perry', 'Donovan Christie Jr.', 'Walter Fauntleroy', 'Angela Marie Rigsby', 'Steve Mapel', 'Sandra Ellis Lafferty', 'Adrian Pasdar', 'Nathan Anderson', 'Amy Gordon', 'Lori Lail Marette', 'Michael Rose', 'Frances Mitchell', 'Chuanica Pickard', 'Michael Ray Davis', 'Brad Brinkley', 'Kelley Lockman', 'Mark E. Swinton', 'Will Areu', 'Tyler Perry', 'Tyler Perry']"
Hostel: Part III,4.6,,"['Horror', 'Thriller']",2011,['Kidnapping'],America,Netflix,18+ (R),PT1H28M,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.Hostel: Part III featuring Kip Pardue and Brian Hallisay is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a horror and thriller movie with a less than average IMDb audience rating of 4.6 (31,695 votes).",Scott Spiegel,"['Kip Pardue', 'Brian Hallisay', 'John Hensley', 'Sarah Habel', 'Chris Coy', 'Skyler Stone', 'Thomas Kretschmann', 'Zulay Henao', 'Nickola Shreli', 'Derrick Carr', 'Frank Alvarez', 'Evelina Turen', 'Kelly Thiebaud', 'Tim Holmes', 'Barry Livingston', 'Danny Jacobs', 'Mike Eshaq', 'Rich Ronat', 'Don Richard', 'Joe Virzi', 'Michael Knight', 'Chris Briggs', 'Mike Fleiss', 'Scott Spiegel', 'Eliad Josephson', 'Rui Costa Reis', 'Scott Putman', 'Michael D. Weiss', 'Frederik Wiedmann']"
Dragonheart: Vengeance,5.3,,"['Action & Adventure', 'Science-Fiction']",2020,[],America,Netflix,13+ (PG-13),PT1H37M,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.Dragonheart: Vengeance featuring Joseph Millson and Jack Kane is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's an Action & Adventure and Science Fiction movie with a less than average IMDb audience rating of 5.3 (1,995 votes).",Ivan Silvestrini,"['Joseph Millson', 'Jack Kane', 'Arturo Muselli', 'Helena Bonham Carter', 'Carolina Carlsson', 'tam williams', 'Richard Ashton', ""Ross O'Hennessy"", 'Fabienne Piolini-Castle', 'Cameron Jack', 'Alexandru Roza', 'James Longshore', 'Vlad Rădescu', 'Edouard Philipponnat', 'Raffaella De Laurentiis', 'Matthew Feitshans']"
Skylines,4.7,,"['Science-Fiction', 'Action & Adventure']",2020,['Alien'],France,Netflix,18+ (R),PT1H53M,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.Skylines featuring Lindsey Morgan and Alexander Siddig is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's an Action & Adventure and Science Fiction movie with a less than average IMDb audience rating of 4.7 (7,997 votes) and was met with mixed reviews by critics.",Liam O'Donnell,"['Lindsey Morgan', 'Alexander Siddig', 'Rhona Mitra', 'Daniel Bernhardt', 'James Cosmo', 'Yayan Ruhian', 'Jonathan Howard', 'Ieva Andrejevaitė', 'Samantha Jean', 'Giedrė Mockeliūnaitė', 'Jeremy Fitzgerald', 'Cha-Lee Yoon', 'Naomi Tankel', 'Rokas Spanlinskas', 'Colin Strause', 'Greg Strause', ""Liam O'Donnell"", 'Matthew E. Chausse', ""Liam O'Donnell""]"
Chico Bon Bon and the Very Berry Holiday,5.9,,"['Animation', 'Family']",2020,[],,Netflix,,PT1H30M,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster.Chico Bon Bon and the Very Berry Holiday featuring Andy Abbott and Dayci Brookshire is streaming with subscription on Netflix. It's an animation and family movie with an average IMDb audience rating of 5.9 (39 votes).",Darragh O’Connell,"['Andy Abbott', 'Dayci Brookshire', 'Robbie Daymond', 'Emma Sloan Jacobs', 'Joanna Lewis', 'Matthew Mercer', 'Ian Nikus', 'Anthony Tedesco', 'Gabe Pulliam', 'Kristofer Wellman']"
Splatter,3.2,,"['Drama', 'Horror']",2015,[],,Netflix,,PT1H30M,https://www.themoviedb.org/tv/39633-splatterSplatter is streaming with subscription on Netflix. It's a drama and horror movie with a very low IMDb audience rating of 3.2 (612 votes).,,[]
Five Feet Apart,7.2,,"['Romance', 'Drama']",2019,['Teen'],America,Netflix,13+ (PG-13),PT1H56M,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.Five Feet Apart featuring Haley Lu Richardson and Cole Sprouse is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a drama and romance movie with a better than average IMDb audience rating of 7.2 (62,135 votes).",Justin Baldoni,"['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias', 'Kimberly Hebert Gregory', 'Parminder Nagra', 'Claire Forlani', 'Emily Baldoni', 'Gary Weeks', 'Rebecca Chulew', 'Sue-Lynn Ansari', 'Ariana Guerra', 'Cecilia Leal', 'Cynthia Evans', 'Trina LaFargue', 'Sophia Bernard', 'Brett Austin Johnson', 'Evangeline Hill', 'Ivy Dubreuil', 'Kristopher Perez', 'Demi Castro', 'Keianna Nutley', 'Cathy Schulman', 'Justin Baldoni', 'Christopher H. Warner', 'Mikki Daughtry', 'Tobias Iaconis', 'Breton Vivian', 'Brian Tyler']"
True: Wuzzle Wegg Day,7.1,,"['Comedy', 'Family']",2020,[],Canada,Netflix,,PT23M,"Spring has sprung in Rainbow City, and Wuzzle Wegg Day is right around the corner! But Bartleby's convinced that a Wegg-stealing monster is on the loose.True: Wuzzle Wegg Day featuring Michela Luci and Jamie Watson is streaming with subscription on Netflix. It's a comedy and family movie with a better than average IMDb audience rating of 7.1 (12 votes).",Mark Thornton,"['Todd Kauffman', 'Michela Luci', 'Jamie Watson', 'Eric Peterson', 'Nicolas Aqui', 'Cory Doran', 'Julie Lemieux']"
Will You Marry?,4.9,,['Drama'],2021,[],,Netflix,,,"Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fritz.Will You Marry? is streaming with subscription on Netflix. It's a drama movie with a less than average IMDb audience rating of 4.9 (57 votes).",,[]
Tom Papa: You're Doing Great!,7.2,,"['Stand-up & Talk', 'Comedy']",2020,['Science'],America,Netflix,,PT1H0M,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.Tom Papa: You're Doing Great! featuring Tom Papa is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 2 others. It's a Comedy and Stand up & Talk movie with a better than average IMDb audience rating of 7.2 (845 votes).",Gregory Jacobs,"['Tom Papa', 'Brian Volk-Weiss', 'Cisco Henson', 'Tom Papa', 'Tom Papa']"
